num_job,age,age_group,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y,number_subscription,subscripton_rate
4,22,18-25,student,single,tertiary,no,1161,no,yes,cellular,16,jun,119,1,-1,0,unknown,no,19,22.62%
16,51,46-55,retired,married,secondary,no,35,no,yes,cellular,8,jul,123,4,-1,0,unknown,no,54,23.48%
11,35,26-35,entrepreneur,married,tertiary,no,0,no,no,cellular,5,may,74,1,168,4,failure,no,15,8.93%
1,35,26-35,self-employed,divorced,tertiary,no,1354,yes,no,unknown,23,may,736,2,-1,0,unknown,yes,20,10.93%
1,35,26-35,housemaid,divorced,secondary,no,39,no,no,cellular,31,jul,149,2,-1,0,unknown,no,14,12.50%
5,29,26-35,student,single,unknown,no,2929,no,no,cellular,11,aug,91,1,-1,0,unknown,no,19,22.62%
1,38,36-45,self-employed,single,secondary,no,1146,yes,no,unknown,21,may,91,2,-1,0,unknown,no,20,10.93%
3,35,26-35,entrepreneur,married,primary,no,2643,no,yes,cellular,8,jul,259,1,-1,0,unknown,no,15,8.93%
3,57,60+,admin.,divorced,primary,no,1,no,no,unknown,15,may,17,10,-1,0,unknown,no,58,12.13%
3,37,36-45,management,divorced,secondary,no,414,no,no,cellular,29,jan,293,2,162,4,failure,no,131,13.52%
4,55,46-55,unknown,married,primary,no,159,no,no,unknown,4,sep,15,1,-1,0,unknown,no,7,18.42%
3,23,18-25,student,married,tertiary,yes,-230,yes,no,cellular,18,may,259,2,-1,0,unknown,no,19,22.62%
18,38,36-45,services,divorced,secondary,no,792,no,no,unknown,6,jun,430,1,-1,0,unknown,no,38,9.11%
1,53,46-55,services,divorced,unknown,no,1012,yes,no,cellular,28,jul,332,2,-1,0,unknown,no,38,9.11%
1,57,60+,housemaid,single,secondary,no,254,no,no,cellular,8,oct,676,1,-1,0,unknown,no,14,12.50%
2,53,46-55,technician,divorced,unknown,no,629,yes,no,cellular,8,may,298,1,-1,0,unknown,no,83,10.81%
1,51,46-55,admin.,single,tertiary,no,16,yes,no,cellular,30,jan,158,1,-1,0,unknown,no,58,12.13%
8,47,46-55,unemployed,married,primary,no,168,yes,no,telephone,30,jan,66,1,241,1,other,no,13,10.16%
3,55,46-55,housemaid,divorced,primary,no,976,no,no,cellular,28,jun,345,1,94,3,other,yes,14,12.50%
5,48,46-55,technician,divorced,tertiary,no,113,no,yes,cellular,22,jul,38,1,-1,0,unknown,no,83,10.81%
2,49,46-55,self-employed,married,primary,no,489,yes,no,unknown,27,may,84,4,-1,0,unknown,no,20,10.93%
4,33,26-35,blue-collar,divorced,primary,no,636,yes,no,cellular,9,jul,211,11,-1,0,unknown,no,69,7.29%
1,31,26-35,housemaid,single,primary,no,26965,no,no,cellular,21,apr,654,2,-1,0,unknown,yes,14,12.50%
10,45,36-45,entrepreneur,married,primary,no,58,yes,no,telephone,13,may,119,3,371,3,failure,no,15,8.93%
5,60,60+,technician,married,primary,no,65,yes,no,unknown,9,may,1028,2,-1,0,unknown,yes,83,10.81%
11,27,26-35,student,single,tertiary,no,5291,no,no,cellular,12,nov,192,2,92,2,failure,yes,19,22.62%
3,49,46-55,management,single,secondary,no,61,yes,no,cellular,29,jan,185,2,246,1,failure,no,131,13.52%
2,51,46-55,blue-collar,divorced,unknown,no,10287,yes,no,unknown,29,may,117,1,-1,0,unknown,no,69,7.29%
1,58,60+,technician,single,secondary,no,409,no,yes,cellular,14,jul,643,2,-1,0,unknown,no,83,10.81%
4,25,18-25,admin.,married,secondary,no,18,yes,no,cellular,18,jul,225,1,-1,0,unknown,no,58,12.13%
4,38,36-45,admin.,married,primary,no,3913,yes,no,cellular,20,apr,196,2,315,2,failure,no,58,12.13%
2,54,46-55,retired,divorced,tertiary,no,6102,yes,yes,unknown,21,may,86,6,-1,0,unknown,no,54,23.48%
2,34,26-35,blue-collar,divorced,unknown,no,172,no,no,cellular,15,jun,177,1,-1,0,unknown,yes,69,7.29%
3,48,46-55,blue-collar,single,unknown,no,428,yes,no,cellular,18,may,127,1,-1,0,unknown,no,69,7.29%
3,33,26-35,management,divorced,secondary,no,106,no,no,cellular,20,aug,175,3,-1,0,unknown,no,131,13.52%
1,55,46-55,management,divorced,unknown,no,2,yes,no,unknown,19,may,95,1,-1,0,unknown,no,131,13.52%
1,53,46-55,management,divorced,primary,no,255,no,no,cellular,19,nov,126,1,-1,0,unknown,no,131,13.52%
4,58,60+,self-employed,married,primary,no,1013,yes,no,cellular,11,aug,206,1,461,1,failure,yes,20,10.93%
1,34,26-35,entrepreneur,divorced,tertiary,no,262,no,no,cellular,20,nov,371,1,-1,0,unknown,no,15,8.93%
2,56,60+,blue-collar,divorced,primary,no,3021,no,no,unknown,9,jun,419,2,-1,0,unknown,no,69,7.29%
3,58,60+,blue-collar,divorced,secondary,no,543,no,yes,telephone,17,jul,264,3,-1,0,unknown,no,69,7.29%
10,56,60+,management,divorced,tertiary,no,1016,yes,no,unknown,9,jun,184,5,-1,0,unknown,no,131,13.52%
2,52,46-55,retired,divorced,primary,no,353,no,no,cellular,31,jul,395,4,-1,0,unknown,no,54,23.48%
1,43,36-45,retired,married,secondary,no,520,yes,no,unknown,20,may,15,13,-1,0,unknown,no,54,23.48%
1,41,36-45,housemaid,single,secondary,no,231,no,no,cellular,9,jul,76,2,-1,0,unknown,no,14,12.50%
1,49,46-55,retired,single,primary,no,25824,no,no,unknown,17,jun,94,1,-1,0,unknown,no,54,23.48%
3,46,46-55,management,single,primary,no,538,no,no,unknown,17,jun,118,3,-1,0,unknown,no,131,13.52%
5,44,36-45,unemployed,married,tertiary,no,178,no,no,cellular,8,aug,126,2,-1,0,unknown,no,13,10.16%
1,35,26-35,retired,married,primary,no,285,yes,no,cellular,29,jan,136,1,-1,0,unknown,no,54,23.48%
4,25,18-25,services,married,secondary,no,72,yes,no,cellular,23,jul,305,2,-1,0,unknown,no,38,9.11%
2,63,60+,entrepreneur,married,secondary,no,3904,no,no,telephone,4,aug,250,2,187,2,success,yes,15,8.93%
5,23,18-25,management,single,tertiary,no,736,yes,no,cellular,30,apr,119,1,-1,0,unknown,no,131,13.52%
6,30,26-35,unemployed,married,tertiary,no,0,yes,no,cellular,18,nov,756,1,-1,0,unknown,no,13,10.16%
4,36,36-45,housemaid,married,secondary,no,419,yes,no,unknown,30,may,251,1,-1,0,unknown,no,14,12.50%
4,52,46-55,services,married,primary,no,14,no,yes,cellular,28,jul,55,5,-1,0,unknown,no,38,9.11%
5,37,36-45,technician,married,unknown,no,189,no,no,cellular,1,oct,238,1,107,2,success,yes,83,10.81%
1,52,46-55,entrepreneur,divorced,primary,no,278,yes,no,unknown,7,may,688,2,-1,0,unknown,no,15,8.93%
5,29,26-35,unemployed,single,tertiary,no,991,no,no,cellular,5,feb,563,1,-1,0,unknown,no,13,10.16%
4,35,26-35,entrepreneur,single,secondary,no,475,no,yes,cellular,21,jul,936,4,-1,0,unknown,no,15,8.93%
2,58,60+,retired,single,secondary,no,1640,no,yes,cellular,4,feb,72,6,274,4,failure,no,54,23.48%
6,60,60+,admin.,divorced,secondary,no,174,yes,no,cellular,15,may,241,1,364,1,failure,no,58,12.13%
2,66,60+,admin.,single,secondary,no,10177,no,no,cellular,5,may,272,4,-1,0,unknown,no,58,12.13%
8,54,46-55,unknown,married,unknown,no,2508,no,no,unknown,20,jun,34,8,-1,0,unknown,no,7,18.42%
2,35,26-35,admin.,married,primary,no,189,yes,no,cellular,11,may,95,1,-1,0,unknown,no,58,12.13%
7,22,18-25,student,single,unknown,no,549,no,no,cellular,2,sep,154,1,-1,0,unknown,no,19,22.62%
2,37,36-45,entrepreneur,single,tertiary,no,1467,yes,yes,cellular,17,nov,349,1,-1,0,unknown,no,15,8.93%
1,32,26-35,unemployed,divorced,primary,no,0,no,no,cellular,15,jul,175,4,-1,0,unknown,no,13,10.16%
6,42,36-45,management,married,unknown,no,1519,no,no,cellular,19,oct,230,1,92,1,success,yes,131,13.52%
2,37,36-45,student,married,unknown,no,0,no,no,unknown,18,jun,115,1,-1,0,unknown,no,19,22.62%
1,49,46-55,blue-collar,married,tertiary,no,1784,no,no,unknown,12,jun,753,1,-1,0,unknown,no,69,7.29%
4,51,46-55,services,married,unknown,no,5801,yes,no,unknown,29,may,147,2,-1,0,unknown,no,38,9.11%
2,55,46-55,services,divorced,primary,no,2923,yes,no,unknown,15,may,104,2,-1,0,unknown,no,38,9.11%
7,59,60+,services,married,secondary,no,204,no,no,cellular,23,jul,286,2,-1,0,unknown,no,38,9.11%
2,35,26-35,unknown,married,primary,no,365,no,no,cellular,29,aug,41,2,-1,0,unknown,no,7,18.42%
2,56,60+,housemaid,divorced,primary,yes,1238,no,no,unknown,5,jun,1558,1,-1,0,unknown,yes,14,12.50%
1,57,60+,technician,divorced,primary,no,13,yes,no,cellular,8,may,323,2,368,2,failure,no,83,10.81%
1,45,36-45,services,single,primary,no,1893,yes,no,unknown,3,jun,1259,6,-1,0,unknown,yes,38,9.11%
1,33,26-35,unknown,married,secondary,no,2727,no,no,cellular,6,aug,205,3,-1,0,unknown,no,7,18.42%
2,27,26-35,unknown,single,tertiary,no,6421,no,no,telephone,28,jan,147,4,-1,0,unknown,no,7,18.42%
2,44,36-45,unemployed,single,secondary,no,3945,no,no,cellular,28,jan,255,1,-1,0,unknown,no,13,10.16%
4,36,36-45,entrepreneur,single,secondary,no,475,no,no,cellular,25,jul,141,3,-1,0,unknown,no,15,8.93%
1,35,26-35,blue-collar,single,unknown,no,871,yes,no,unknown,6,jun,216,3,-1,0,unknown,no,69,7.29%
3,57,60+,technician,divorced,secondary,no,63,yes,no,unknown,5,may,242,1,-1,0,unknown,no,83,10.81%
2,32,26-35,services,single,unknown,no,6145,yes,no,cellular,14,may,362,1,287,13,failure,no,38,9.11%
1,43,36-45,unknown,single,unknown,no,181,no,no,telephone,28,jan,41,1,-1,0,unknown,no,7,18.42%
2,30,26-35,services,single,tertiary,no,3516,yes,no,unknown,29,may,447,4,-1,0,unknown,no,38,9.11%
2,60,60+,unemployed,divorced,secondary,no,385,yes,no,cellular,4,feb,80,1,-1,0,unknown,no,13,10.16%
2,48,46-55,services,single,primary,no,1499,yes,no,cellular,12,may,17,7,-1,0,unknown,no,38,9.11%
1,32,26-35,technician,married,unknown,no,14533,no,no,cellular,31,dec,646,3,198,2,success,no,83,10.81%
1,41,36-45,blue-collar,single,unknown,no,4684,no,no,unknown,20,jun,30,6,-1,0,unknown,no,69,7.29%
2,58,60+,unemployed,married,tertiary,no,744,no,no,telephone,28,jan,38,1,-1,0,unknown,no,13,10.16%
2,47,46-55,services,single,unknown,no,1784,no,no,cellular,19,oct,385,2,-1,0,unknown,yes,38,9.11%
1,34,26-35,admin.,single,primary,no,0,yes,yes,cellular,6,may,172,4,-1,0,unknown,no,58,12.13%
5,49,46-55,technician,married,unknown,no,323,yes,no,cellular,18,nov,41,2,-1,0,unknown,no,83,10.81%
6,51,46-55,technician,married,primary,no,1550,no,no,unknown,20,jun,12,5,-1,0,unknown,no,83,10.81%
3,47,46-55,housemaid,single,tertiary,no,3232,no,no,telephone,6,oct,541,1,204,3,failure,no,14,12.50%
5,48,46-55,management,divorced,secondary,no,1598,yes,no,unknown,29,may,84,1,-1,0,unknown,no,131,13.52%
2,47,46-55,services,married,tertiary,no,871,no,no,cellular,22,aug,602,9,-1,0,unknown,no,38,9.11%
3,50,46-55,self-employed,married,unknown,no,-84,yes,no,unknown,6,may,101,1,-1,0,unknown,no,20,10.93%
1,37,36-45,unemployed,married,unknown,no,4565,no,no,cellular,4,sep,369,1,-1,0,unknown,no,13,10.16%
2,40,36-45,services,married,unknown,no,4075,yes,no,unknown,16,jun,162,3,-1,0,unknown,no,38,9.11%
3,51,46-55,housemaid,married,unknown,no,21244,no,yes,cellular,4,aug,166,2,-1,0,unknown,no,14,12.50%
2,60,60+,entrepreneur,married,primary,no,0,no,no,telephone,23,jul,40,1,-1,0,unknown,no,15,8.93%
1,33,26-35,management,married,unknown,no,18347,yes,no,unknown,23,may,415,1,-1,0,unknown,no,131,13.52%
2,44,36-45,self-employed,divorced,secondary,no,80,yes,yes,unknown,14,may,387,2,-1,0,unknown,no,20,10.93%
1,46,46-55,entrepreneur,single,tertiary,no,1410,yes,no,cellular,19,nov,93,1,189,8,failure,no,15,8.93%
1,25,18-25,unemployed,single,tertiary,no,343,no,no,cellular,1,jun,377,1,-1,0,unknown,yes,13,10.16%
3,59,60+,blue-collar,married,unknown,no,139,no,no,unknown,5,jun,153,1,-1,0,unknown,no,69,7.29%
1,43,36-45,unknown,married,tertiary,no,1937,no,no,unknown,19,jun,385,1,-1,0,unknown,no,7,18.42%
4,29,26-35,blue-collar,married,unknown,no,486,yes,no,cellular,6,may,422,1,363,1,failure,no,69,7.29%
1,41,36-45,housemaid,divorced,primary,no,22,yes,no,cellular,18,nov,238,3,126,4,other,no,14,12.50%
1,33,26-35,management,single,primary,no,4897,yes,no,unknown,20,may,151,1,-1,0,unknown,no,131,13.52%
2,34,26-35,self-employed,married,primary,no,712,yes,no,unknown,2,jun,326,3,-1,0,unknown,no,20,10.93%
1,39,36-45,admin.,single,unknown,no,0,yes,no,cellular,11,may,62,1,-1,0,unknown,no,58,12.13%
1,23,18-25,entrepreneur,single,primary,no,4,yes,no,unknown,13,may,395,2,-1,0,unknown,yes,15,8.93%
3,25,18-25,technician,single,tertiary,no,777,yes,no,unknown,14,may,351,1,-1,0,unknown,no,83,10.81%
1,58,60+,housemaid,single,tertiary,no,145,yes,yes,cellular,16,jul,128,2,-1,0,unknown,no,14,12.50%
1,49,46-55,unemployed,divorced,tertiary,no,780,no,no,cellular,8,nov,148,1,871,2,failure,no,13,10.16%
1,30,26-35,housemaid,single,secondary,no,1924,no,no,cellular,6,feb,170,1,-1,0,unknown,no,14,12.50%
1,51,46-55,housemaid,divorced,tertiary,no,370,yes,no,cellular,19,aug,109,3,-1,0,unknown,no,14,12.50%
1,52,46-55,self-employed,single,tertiary,no,1623,yes,no,unknown,5,jun,21,17,-1,0,unknown,no,20,10.93%
1,58,60+,retired,single,primary,no,6570,no,no,cellular,21,jul,106,3,-1,0,unknown,no,54,23.48%
1,24,18-25,services,married,tertiary,no,0,yes,no,unknown,27,may,299,1,-1,0,unknown,no,38,9.11%
1,24,18-25,retired,single,secondary,no,366,no,yes,unknown,16,may,234,2,-1,0,unknown,no,54,23.48%
1,44,36-45,unknown,married,secondary,no,2319,no,no,cellular,4,aug,251,3,-1,0,unknown,no,7,18.42%
3,30,26-35,services,married,tertiary,no,1380,yes,no,unknown,21,may,294,2,-1,0,unknown,no,38,9.11%
1,44,36-45,unemployed,single,primary,no,4232,no,no,unknown,16,jun,227,1,-1,0,unknown,no,13,10.16%
1,31,26-35,unknown,divorced,tertiary,no,137,no,no,cellular,22,aug,385,9,-1,0,unknown,no,7,18.42%
1,38,36-45,student,single,tertiary,no,807,no,no,cellular,27,feb,74,2,-1,0,unknown,no,19,22.62%
1,56,60+,entrepreneur,divorced,primary,no,29,no,no,cellular,29,jan,52,2,227,1,failure,no,15,8.93%
2,23,18-25,blue-collar,single,unknown,no,817,yes,no,cellular,18,may,123,1,-1,0,unknown,no,69,7.29%
1,34,26-35,student,married,unknown,no,1387,no,no,cellular,30,apr,121,1,-1,0,unknown,no,19,22.62%
2,25,18-25,blue-collar,married,primary,yes,-589,yes,no,unknown,3,jun,233,1,-1,0,unknown,no,69,7.29%
3,56,60+,unemployed,divorced,primary,no,1770,no,no,cellular,5,feb,916,3,-1,0,unknown,no,13,10.16%
2,39,36-45,housemaid,single,primary,no,109,yes,no,unknown,6,may,699,3,-1,0,unknown,no,14,12.50%
1,56,60+,entrepreneur,married,unknown,no,575,no,no,unknown,20,jun,18,2,-1,0,unknown,no,15,8.93%
1,48,46-55,admin.,divorced,unknown,no,-70,no,no,cellular,14,may,243,1,-1,0,unknown,no,58,12.13%
1,52,46-55,admin.,single,primary,no,0,no,no,unknown,19,may,182,11,-1,0,unknown,no,58,12.13%
1,45,36-45,technician,married,primary,no,-322,no,no,unknown,9,jun,225,2,-1,0,unknown,no,83,10.81%
1,57,60+,admin.,married,tertiary,no,46,no,no,cellular,7,aug,238,2,-1,0,unknown,no,58,12.13%
2,57,60+,services,married,tertiary,no,10,no,no,telephone,8,jul,320,3,-1,0,unknown,no,38,9.11%
2,58,60+,unemployed,married,secondary,no,610,yes,no,telephone,29,jul,246,2,-1,0,unknown,no,13,10.16%
1,57,60+,entrepreneur,divorced,secondary,yes,25,yes,no,cellular,11,may,652,1,370,4,other,no,15,8.93%
1,38,36-45,retired,single,unknown,no,62,no,no,unknown,19,jun,212,1,-1,0,unknown,no,54,23.48%
2,54,46-55,housemaid,divorced,secondary,no,1327,no,no,unknown,5,jun,115,2,-1,0,unknown,no,14,12.50%
1,42,36-45,retired,single,tertiary,no,308,no,no,cellular,30,jan,114,2,-1,0,unknown,no,54,23.48%
1,37,36-45,services,single,tertiary,no,223,yes,no,unknown,28,may,25,1,-1,0,unknown,no,38,9.11%
1,32,26-35,student,married,secondary,no,1694,yes,no,cellular,28,jan,929,1,-1,0,unknown,no,19,22.62%
3,34,26-35,housemaid,married,secondary,no,0,yes,no,unknown,30,oct,154,1,-1,0,unknown,yes,14,12.50%
3,48,46-55,technician,single,tertiary,no,-551,yes,no,cellular,11,may,168,2,-1,0,unknown,no,83,10.81%
2,36,36-45,blue-collar,single,tertiary,no,1830,no,no,cellular,14,oct,183,1,91,11,failure,no,69,7.29%
1,49,46-55,housemaid,married,tertiary,no,443,no,no,cellular,8,aug,27,6,-1,0,unknown,no,14,12.50%
1,60,60+,self-employed,single,secondary,no,27,no,no,cellular,22,aug,40,2,-1,0,unknown,no,20,10.93%
1,42,36-45,blue-collar,divorced,unknown,no,0,no,no,cellular,7,jul,64,2,-1,0,unknown,no,69,7.29%
2,47,46-55,self-employed,divorced,secondary,no,8515,yes,no,unknown,20,nov,14,7,112,4,other,no,20,10.93%
1,24,18-25,technician,married,secondary,no,556,yes,no,cellular,18,aug,460,2,-1,0,unknown,yes,83,10.81%
1,25,18-25,unemployed,married,secondary,no,157,yes,no,cellular,28,jul,33,31,-1,0,unknown,no,13,10.16%
1,59,60+,management,divorced,primary,no,133,yes,no,cellular,9,jul,206,1,-1,0,unknown,no,131,13.52%
1,46,46-55,unemployed,divorced,primary,no,23,no,no,cellular,21,nov,344,1,-1,0,unknown,no,13,10.16%
1,25,18-25,self-employed,single,tertiary,no,453,yes,no,cellular,17,jul,134,1,-1,0,unknown,no,20,10.93%
1,55,46-55,services,divorced,tertiary,no,1983,yes,no,telephone,19,nov,123,1,-1,0,unknown,no,38,9.11%
1,30,26-35,services,single,primary,no,79,yes,no,cellular,15,may,317,1,-1,0,unknown,no,38,9.11%
1,25,18-25,entrepreneur,single,tertiary,no,16874,yes,yes,cellular,15,may,117,2,-1,0,unknown,no,15,8.93%
1,25,18-25,technician,married,tertiary,no,914,yes,no,cellular,12,may,185,2,-1,0,unknown,no,83,10.81%
1,44,36-45,technician,divorced,unknown,no,759,yes,no,unknown,23,may,397,1,-1,0,unknown,no,83,10.81%
1,45,36-45,admin.,divorced,unknown,no,998,yes,no,telephone,30,jul,38,2,-1,0,unknown,no,58,12.13%
1,40,36-45,services,divorced,unknown,no,4384,yes,no,unknown,5,may,315,1,-1,0,unknown,no,38,9.11%
2,37,36-45,housemaid,divorced,secondary,no,1040,yes,no,cellular,13,may,199,1,173,2,failure,no,14,12.50%
1,58,60+,services,married,primary,no,65,no,no,unknown,27,jun,162,1,-1,0,unknown,no,38,9.11%
1,43,36-45,unemployed,single,unknown,no,3274,yes,no,cellular,22,may,680,1,95,1,failure,no,13,10.16%
1,33,26-35,unemployed,divorced,secondary,no,385,no,no,telephone,27,aug,29,28,-1,0,unknown,no,13,10.16%
1,62,60+,unknown,married,secondary,no,367,no,no,telephone,2,mar,139,5,-1,0,unknown,no,7,18.42%
1,31,26-35,services,divorced,primary,no,459,yes,no,cellular,7,may,623,1,293,1,success,yes,38,9.11%
1,35,26-35,admin.,divorced,tertiary,no,1555,yes,no,unknown,9,may,26,2,-1,0,unknown,no,58,12.13%
1,44,36-45,housemaid,married,tertiary,no,460,no,no,unknown,17,jun,491,1,-1,0,unknown,no,14,12.50%
1,25,18-25,management,married,tertiary,no,-242,yes,yes,cellular,18,may,600,4,332,4,other,yes,131,13.52%
1,41,36-45,entrepreneur,divorced,secondary,no,1588,yes,yes,unknown,20,jun,10,8,-1,0,unknown,no,15,8.93%
1,48,46-55,blue-collar,single,tertiary,no,2330,yes,no,unknown,4,jun,15,1,-1,0,unknown,no,69,7.29%
1,52,46-55,admin.,single,unknown,no,2227,no,no,cellular,24,feb,242,2,-1,0,unknown,yes,58,12.13%
1,71,60+,unknown,married,tertiary,no,353,no,no,cellular,27,jan,208,1,93,2,failure,no,7,18.42%
1,69,60+,retired,single,tertiary,no,2144,no,no,cellular,29,jul,417,1,184,4,success,yes,54,23.48%
1,52,46-55,retired,single,secondary,no,316,no,no,cellular,12,may,463,3,-1,0,unknown,no,54,23.48%
2,56,60+,technician,single,tertiary,no,917,no,no,unknown,9,jun,306,1,-1,0,unknown,no,83,10.81%
2,55,46-55,entrepreneur,divorced,secondary,no,538,yes,no,cellular,7,aug,353,2,-1,0,unknown,yes,15,8.93%
1,39,36-45,unknown,single,secondary,no,914,no,no,unknown,5,jun,20,1,-1,0,unknown,no,7,18.42%
1,39,36-45,self-employed,single,unknown,no,0,no,no,unknown,20,jun,13,11,-1,0,unknown,no,20,10.93%
1,56,60+,technician,divorced,tertiary,no,401,yes,no,telephone,20,nov,26,1,-1,0,unknown,no,83,10.81%
1,36,36-45,student,single,unknown,no,386,no,no,unknown,18,jun,359,2,-1,0,unknown,no,19,22.62%
1,50,46-55,housemaid,single,unknown,no,0,no,no,telephone,28,jul,118,8,-1,0,unknown,no,14,12.50%
1,31,26-35,housemaid,married,unknown,yes,-6,no,yes,telephone,7,jul,94,2,-1,0,unknown,no,14,12.50%
1,42,36-45,housemaid,divorced,tertiary,no,364,no,no,cellular,18,nov,52,1,-1,0,unknown,no,14,12.50%
2,45,36-45,services,divorced,primary,no,3854,yes,no,unknown,20,jun,10,3,-1,0,unknown,no,38,9.11%
1,32,26-35,entrepreneur,divorced,secondary,no,1121,yes,yes,cellular,16,apr,211,3,-1,0,unknown,no,15,8.93%
1,41,36-45,retired,single,primary,no,0,no,no,cellular,8,may,239,1,368,2,failure,no,54,23.48%
1,45,36-45,unknown,married,primary,no,44,no,no,unknown,11,jun,81,1,-1,0,unknown,no,7,18.42%
1,42,36-45,unemployed,divorced,tertiary,no,-166,no,no,cellular,29,aug,85,4,-1,0,unknown,no,13,10.16%
